id,species,locyr,tl,wt,scale_1,scale_2,scale_3,otolith_1,otolith_2,otolith_3
4186,LMB,Lake Snowden_2013,196,94,2,3,2,2,2,2
4187,LMB,Lake Snowden_2013,109,20,1,1,1,1,1,1
4188,LMB,Lake Snowden_2013,151,32,1,1,1,1,1,1
4189,LMB,Lake Snowden_2013,108,14,1,1,1,1,1,1
4190,LMB,Lake Snowden_2013,138,36,1,1,1,1,1,1
4191,LMB,Lake Snowden_2013,331,370,5,5,5,5,5,5
4193,LMB,Lake Snowden_2013,421,848,5,7,5,6,6,6
4194,LMB,Lake Snowden_2013,151,38,1,1,1,1,1,1
4195,LMB,Lake Snowden_2013,126,24,1,1,1,1,1,1
4196,LMB,Lake Snowden_2013,121,22,1,1,1,1,1,1
4197,LMB,Lake Snowden_2013,318,382,4,5,4,5,5,5
4198,LMB,Lake Snowden_2013,157,46,1,1,1,1,1,1
4199,LMB,Lake Snowden_2013,186,84,2,2,2,2,2,2
4400,LMB,Lake Snowden_2013,351,516,4,5,3,4,5,5
4401,LMB,Lake Snowden_2013,357,440,5,4,6,6,6,6
4402,LMB,Lake Snowden_2013,316,364,4,4,3,7,7,7
4403,LMB,Lake Snowden_2013,92,8,1,1,1,1,1,1
4404,LMB,Lake Snowden_2013,226,124,4,3,2,3,3,3
4405,LMB,Lake Snowden_2013,347,428,4,7,6,5,5,5
4406,LMB,Lake Snowden_2013,333,496,6,7,5,5,5,5
4407,LMB,Lake Snowden_2013,363,610,4,7,3,5,5,5
4408,LMB,Lake Snowden_2013,401,940,6,10,5,7,7,7
4409,LMB,Lake Snowden_2013,351,506,6,5,6,8,8,8
4410,LMB,Lake Snowden_2013,113,16,1,1,1,1,1,1
4411,LMB,Lake Snowden_2013,122,24,1,1,1,1,1,1
4412,LMB,Lake Snowden_2013,282,246,5,4,3,4,4,4
4413,LMB,Lake Snowden_2013,206,116,3,4,2,3,3,3
4415,LMB,Lake Snowden_2013,288,278,5,5,3,5,5,5
4416,LMB,Lake Snowden_2013,210,106,2,2,3,2,2,2
4417,LMB,Lake Snowden_2013,201,98,2,2,2,1,2,2
4418,LMB,Lake Snowden_2013,346,496,5,4,6,4,4,3
4419,LMB,Lake Snowden_2013,239,168,3,3,4,2,2,2
4420,LMB,Lake Snowden_2013,173,60,2,2,2,2,2,2
4421,LMB,Lake Snowden_2013,194,72,2,2,2,2,2,2
4422,LMB,Lake Snowden_2013,202,86,2,2,2,2,2,2
4423,LMB,Lake Snowden_2013,294,290,4,5,3,4,4,4
4424,LMB,Lake Snowden_2013,263,206,3,3,3,3,3,3
4425,LMB,Lake Snowden_2013,248,150,3,3,3,3,3,3
4426,LMB,Lake Snowden_2013,261,196,3,3,2,3,3,3
4427,LMB,Lake Snowden_2013,262,222,2,2,3,3,3,3
4428,LMB,Lake Snowden_2013,300,298,4,3,3,5,4,5
4429,LMB,Lake Snowden_2013,248,172,3,3,3,3,3,3
4430,LMB,Lake Snowden_2013,292,290,4,4,4,4,4,4
4431,LMB,Lake Snowden_2013,216,110,3,2,2,3,3,3
4432,LMB,Lake Snowden_2013,244,162,3,2,3,3,3,3
4433,LMB,Lake Snowden_2013,254,210,2,3,3,3,3,3
4434,LMB,Lake Snowden_2013,436,1076,6,6,4,8,8,8
4435,LMB,Lake Snowden_2013,304,328,3,5,4,5,5,5
4436,LMB,Lake Snowden_2013,257,182,3,3,2,3,3,3
4437,LMB,Lake Snowden_2013,223,132,2,2,2,3,3,3
4438,LMB,Lake Snowden_2013,236,146,3,3,2,3,3,3
4439,LMB,Lake Snowden_2013,293,328,5,5,5,5,5,5
4440,LMB,Lake Snowden_2013,212,106,2,2,1,3,2,2
4441,LMB,Lake Snowden_2013,237,146,2,2,2,2,2,2
4442,LMB,Lake Snowden_2013,301,288,5,2,2,7,7,7
4443,LMB,Lake Snowden_2013,282,268,3,3,3,3,3,3
4444,LMB,Lake Snowden_2013,396,882,7,7,8,7,8,8
4445,LMB,Lake Snowden_2013,494,1794,9,7,8,8,9,8
4446,LMB,Lake Snowden_2013,259,162,3,3,3,3,3,3
4447,LMB,Lake Snowden_2013,274,230,4,3,2,5,5,5
4448,LMB,Lake Snowden_2013,271,216,4,2,3,3,3,3
4449,LMB,Lake Snowden_2013,273,222,3,2,3,3,3,3
4350,LMB,Lake Snowden_2013,82,6,1,1,1,1,1,1
4351,LMB,Lake Snowden_2013,337,436,NA,NA,NA,8,7,8
4352,LMB,Lake Snowden_2013,167,58,2,2,1,2,2,2
4353,LMB,Lake Snowden_2013,176,62,2,1,1,2,2,2
4575,LMB,Tycoon_2013,341,455,5,5,4,4,4,4
4576,LMB,Tycoon_2013,265,233,3,2,3,2,2,2
4577,LMB,Tycoon_2013,358,555,4,4,3,6,5,5
4578,LMB,Tycoon_2013,327,444,3,4,3,3,3,3
4579,LMB,Tycoon_2013,310,340,4,3,3,3,3,3
4580,LMB,Tycoon_2013,301,308,3,3,3,3,3,3
4581,LMB,Tycoon_2013,280,239,3,3,3,3,3,3
4582,LMB,Tycoon_2013,296,311,4,3,3,3,3,3
4583,LMB,Tycoon_2013,302,314,3,3,3,3,3,3
4584,LMB,Tycoon_2013,356,518,6,4,2,5,5,5
4585,LMB,Tycoon_2013,262,224,3,2,2,2,2,2
4586,LMB,Tycoon_2013,185,74,2,1,1,1,1,1
4587,LMB,Tycoon_2013,307,353,3,3,3,3,3,3
4588,LMB,Tycoon_2013,334,431,4,4,3,5,5,5
4589,LMB,Tycoon_2013,338,497,4,4,4,5,4,4
4590,LMB,Tycoon_2013,329,394,4,4,3,4,4,4
4591,LMB,Tycoon_2013,274,242,3,2,2,2,2,2
4592,LMB,Tycoon_2013,363,577,5,4,3,5,5,5
4593,LMB,Tycoon_2013,352,510,5,4,4,4,4,4
4594,LMB,Tycoon_2013,345,458,4,5,3,6,5,5
4595,LMB,Tycoon_2013,390,690,5,5,4,6,6,6
4596,LMB,Tycoon_2013,298,351,4,3,3,3,3,3
4597,LMB,Tycoon_2013,298,340,3,3,3,3,3,3
4598,LMB,Tycoon_2013,236,163,3,3,3,2,2,2
4599,LMB,Tycoon_2013,312,361,4,4,3,3,4,3
4642,LMB,Tycoon_2013,107,11,1,1,1,1,1,1
4643,LMB,Tycoon_2013,197,86,2,2,2,1,1,1
4644,LMB,Tycoon_2013,403,861,5,7,5,6,6,6
4646,LMB,Tycoon_2013,380,821,5,10,4,12,14,13
4647,LMB,Tycoon_2013,382,710,6,8,5,8,8,8
4648,LMB,Tycoon_2013,152,37,2,1,1,1,1,1
4649,LMB,Tycoon_2013,405,1047,5,6,6,6,6,6
4651,LMB,Tycoon_2013,175,60,1,1,1,1,1,2
4652,LMB,Tycoon_2013,187,74,2,1,1,1,1,1
4653,LMB,Tycoon_2013,196,81,2,1,1,1,1,1
4654,LMB,Tycoon_2013,256,182,3,2,3,2,2,2
4655,LMB,Tycoon_2013,198,92,2,1,1,1,1,1
4656,LMB,Tycoon_2013,391,733,6,8,6,8,9,9
4657,LMB,Tycoon_2013,402,740,7,NA,10,9,10,10
4658,LMB,Tycoon_2013,398,589,5,7,5,6,6,6
4659,LMB,Tycoon_2013,364,589,5,6,3,6,6,6
4660,LMB,Tycoon_2013,216,124,3,3,2,2,2,2
4661,LMB,Tycoon_2013,286,264,3,3,3,3,3,3
4662,LMB,Tycoon_2013,440,1105,7,10,6,9,11,11
4663,LMB,Tycoon_2013,289,250,5,5,3,5,6,5
4664,LMB,Tycoon_2013,249,180,3,2,2,2,2,2
4665,LMB,Tycoon_2013,322,408,4,3,3,3,3,3
4666,LMB,Tycoon_2013,362,614,5,6,4,6,6,6
4667,LMB,Tycoon_2013,311,362,3,4,3,3,3,3
4668,LMB,Tycoon_2013,411,786,5,6,5,7,7,7
4669,LMB,Tycoon_2013,165,42,1,1,1,1,1,1
4670,LMB,Tycoon_2013,276,244,2,2,2,2,2,2
4671,LMB,Tycoon_2013,333,422,6,4,5,4,4,3
4672,LMB,Tycoon_2013,276,249,3,2,3,2,2,2
4673,LMB,Tycoon_2013,343,415,4,4,6,5,5,5
4674,LMB,Tycoon_2013,264,190,3,2,3,2,2,2
4900,LMB,Tycoon_2013,377,686,5,6,4,6,6,6
4901,LMB,Tycoon_2013,155,42,1,1,1,1,1,1
4902,LMB,Tycoon_2013,138,28,1,1,1,1,1,1
4903,LMB,Tycoon_2013,143,31,1,1,1,1,1,1
4904,LMB,Tycoon_2013,421,958,5,5,12,6,6,6
4905,LMB,Tycoon_2013,255,175,3,2,3,2,2,2
4906,LMB,Tycoon_2013,113,17,1,1,1,1,1,1
4907,LMB,Tycoon_2013,374,611,3,6,4,7,7,7
4908,LMB,Tycoon_2013,258,201,2,2,3,2,2,2
4909,LMB,Tycoon_2013,141,27,2,1,1,1,1,1
4910,LMB,Tycoon_2013,243,150,3,2,4,2,2,2
4911,LMB,Tycoon_2013,165,54,2,1,1,1,1,1
4912,LMB,Tycoon_2013,185,74,2,1,2,1,1,1
4913,LMB,Tycoon_2013,179,58,2,1,1,1,1,1
4914,LMB,Tycoon_2013,162,50,1,1,1,1,1,1
4915,LMB,Tycoon_2013,422,985,6,9,12,8,9,9
4916,LMB,Tycoon_2013,380,661,4,6,5,6,6,6
4917,LMB,Tycoon_2013,175,56,2,1,1,1,1,1
4918,LMB,Tycoon_2013,431,920,5,6,5,7,7,7
4919,LMB,Tycoon_2013,118,14,1,1,1,1,1,1
4920,LMB,Tycoon_2013,152,35,1,1,1,1,1,1
4921,LMB,Tycoon_2013,496,1654,6,8,8,8,8,8
4922,LMB,Tycoon_2013,131,15,1,1,1,1,1,1
4923,LMB,Tycoon_2013,142,28,1,1,1,1,1,1
4924,LMB,Tycoon_2013,131,24,1,1,1,1,1,1
4637,LMB,Tycoon_2013,109,9,1,1,1,1,1,1
4638,LMB,Tycoon_2013,560,2643,8,10,12,13,13,13
4639,LMB,Tycoon_2013,352,1253,7,9,8,8,9,9
4640,LMB,Tycoon_2013,496,1395,7,11,7,10,11,11
4641,LMB,Tycoon_2013,373,658,5,8,5,6,5,5
4269,LMB,Wolf Run_2014,396,735,6,6,5,6,6,6
4270,LMB,Wolf Run_2014,339,513,4,4,5,4,4,4
4271,LMB,Wolf Run_2014,300,342,2,3,3,3,3,3
4272,LMB,Wolf Run_2014,362,628,4,4,6,5,5,5
4273,LMB,Wolf Run_2014,365,617,5,6,6,6,6,6
4274,LMB,Wolf Run_2014,235,136,2,2,2,2,2,2
4675,LMB,Wolf Run_2014,377,676,7,6,5,5,5,5
4676,LMB,Wolf Run_2014,342,520,5,5,5,5,5,5
4825,LMB,Wolf Run_2014,342,537,5,5,6,5,5,6
4826,LMB,Wolf Run_2014,281,309,3,4,3,5,5,5
4827,LMB,Wolf Run_2014,357,564,5,5,6,5,5,5
4828,LMB,Wolf Run_2014,346,444,5,5,6,5,5,5
4830,LMB,Wolf Run_2014,297,315,4,4,3,3,3,3
4831,LMB,Wolf Run_2014,282,255,2,3,3,3,3,3
4832,LMB,Wolf Run_2014,413,856,8,6,7,7,7,7
4833,LMB,Wolf Run_2014,325,417,4,3,3,3,3,3
4834,LMB,Wolf Run_2014,292,277,4,3,3,3,3,3
4835,LMB,Wolf Run_2014,292,302,3,3,3,3,3,3
4836,LMB,Wolf Run_2014,229,122,2,2,2,2,3,2
4838,LMB,Wolf Run_2014,383,813,7,5,6,6,6,6
4839,LMB,Wolf Run_2014,541,2565,11,10,10,13,13,13
4840,LMB,Wolf Run_2014,273,233,2,3,2,3,3,3
4841,LMB,Wolf Run_2014,305,335,3,3,2,3,3,3
4842,LMB,Wolf Run_2014,429,1023,6,6,6,7,7,7
4843,LMB,Wolf Run_2014,396,710,5,6,7,7,7,7
4844,LMB,Wolf Run_2014,382,696,6,5,7,5,5,5
4845,LMB,Wolf Run_2014,350,600,5,5,7,6,6,6
4846,LMB,Wolf Run_2014,366,583,6,4,5,5,5,5
4847,LMB,Wolf Run_2014,307,347,4,3,5,3,3,3
4848,LMB,Wolf Run_2014,266,219,2,3,4,3,3,3
4850,LMB,Wolf Run_2014,246,165,2,2,3,2,2,2
4851,LMB,Wolf Run_2014,316,421,5,4,4,4,4,4
4852,LMB,Wolf Run_2014,337,505,3,4,6,4,4,4
4853,LMB,Wolf Run_2014,371,709,6,6,7,5,6,6
4854,LMB,Wolf Run_2014,238,158,2,2,2,2,2,2
4855,LMB,Wolf Run_2014,249,182,2,2,2,2,2,2
4856,LMB,Wolf Run_2014,313,381,3,4,3,4,4,4
4857,LMB,Wolf Run_2014,253,178,2,2,2,2,2,2
4858,LMB,Wolf Run_2014,284,255,2,3,3,3,3,3
4859,LMB,Wolf Run_2014,285,270,4,3,3,3,3,3
4860,LMB,Wolf Run_2014,206,93,2,2,2,2,2,2
4861,LMB,Wolf Run_2014,238,155,3,2,2,2,2,2
4862,LMB,Wolf Run_2014,465,1435,7,9,11,11,11,11
4863,LMB,Wolf Run_2014,254,202,2,2,2,2,2,2
4864,LMB,Wolf Run_2014,416,964,7,5,6,6,6,6
4865,LMB,Wolf Run_2014,221,115,2,2,2,2,2,2
4866,LMB,Wolf Run_2014,315,405,3,3,4,3,3,3
4867,LMB,Wolf Run_2014,247,178,3,3,4,3,3,3
4868,LMB,Wolf Run_2014,206,96,2,2,2,2,2,2
4869,LMB,Wolf Run_2014,141,24,1,1,1,1,1,1
4870,LMB,Wolf Run_2014,106,10,1,1,1,1,1,1
4871,LMB,Wolf Run_2014,130,24,1,1,1,1,1,1
4872,LMB,Wolf Run_2014,268,209,3,3,3,3,3,3
4875,LMB,Wolf Run_2014,386,768,5,5,5,8,8,8
4876,LMB,Wolf Run_2014,217,110,2,2,2,2,2,2
4877,LMB,Wolf Run_2014,213,129,2,2,2,2,2,2
4879,LMB,Wolf Run_2014,399,814,6,4,5,7,7,7
4880,LMB,Wolf Run_2014,536,2296,13,13,11,11,11,11
4881,LMB,Wolf Run_2014,217,109,2,2,2,2,2,2
4882,LMB,Wolf Run_2014,442,1072,8,6,7,11,11,11
4883,LMB,Wolf Run_2014,323,422,4,3,4,3,3,3
4884,LMB,Wolf Run_2014,375,715,6,5,8,6,6,6
4885,LMB,Wolf Run_2014,351,535,5,5,6,5,5,5
4886,LMB,Wolf Run_2014,262,188,3,2,2,2,2,2
4887,LMB,Wolf Run_2014,129,21,1,1,1,1,1,1
4888,LMB,Wolf Run_2014,141,27,1,1,1,1,1,1
4889,LMB,Wolf Run_2014,255,192,3,2,3,2,2,2
4890,LMB,Wolf Run_2014,121,16,1,1,1,1,1,1
4891,LMB,Wolf Run_2014,162,40,2,1,1,1,1,1
4893,LMB,Wolf Run_2014,110,12,1,1,1,1,1,1
4894,LMB,Wolf Run_2014,332,471,4,4,5,5,5,4
4895,LMB,Wolf Run_2014,105,10,1,1,1,1,1,1
4897,LMB,Wolf Run_2014,324,409,4,3,6,3,3,3
5000,LMB,Acton_2013,295,327,4,4,1,4,3,3
5001,LMB,Acton_2013,368,727,6,6,7,5,6,5
5002,LMB,Acton_2013,384,903,5,5,6,5,4,3
5003,LMB,Acton_2013,326,497,5,4,6,5,4,5
5004,LMB,Acton_2013,337,485,4,3,6,3,3,3
5005,LMB,Acton_2013,247,257,3,3,4,3,3,3
5006,LMB,Acton_2013,248,198,2,3,2,2,2,2
5007,LMB,Acton_2013,251,187,2,2,2,2,2,2
5009,LMB,Acton_2013,150,36,1,1,1,1,1,1
5010,LMB,Acton_2013,310,405,3,3,2,3,3,3
5011,LMB,Acton_2013,392,777,6,5,4,5,5,5
5012,LMB,Acton_2013,309,444,4,4,4,4,3,2
5013,LMB,Acton_2013,280,280,2,2,3,2,2,2
5014,LMB,Acton_2013,238,150,2,2,3,2,2,2
5015,LMB,Acton_2013,337,500,4,4,5,4,3,3
5016,LMB,Acton_2013,317,386,4,3,4,3,3,3
5017,LMB,Acton_2013,374,770,5,5,5,5,4,6
5018,LMB,Acton_2013,283,268,2,2,4,2,3,3
5019,LMB,Acton_2013,447,1392,8,7,8,9,10,12
5020,LMB,Acton_2013,369,712,6,6,6,5,5,5
5021,LMB,Acton_2013,243,159,2,2,2,2,2,2
5022,LMB,Acton_2013,335,457,3,3,2,3,3,2
5023,LMB,Acton_2013,310,441,3,3,3,3,3,4
5024,LMB,Acton_2013,250,184,2,2,3,2,2,2
5026,LMB,Acton_2013,326,509,3,3,4,3,3,2
5027,LMB,Acton_2013,290,333,3,3,3,3,3,3
5028,LMB,Acton_2013,267,240,3,3,3,2,2,2
5029,LMB,Acton_2013,202,95,2,2,2,2,2,2
5030,LMB,Acton_2013,185,82,1,1,1,1,1,1
5031,LMB,Acton_2013,142,30,1,1,1,1,1,1
5033,LMB,Acton_2013,162,42,1,1,1,1,1,1
5034,LMB,Acton_2013,151,33,1,1,1,1,1,1
5035,LMB,Acton_2013,120,16,1,1,1,1,1,1
5036,LMB,Acton_2013,435,1236,6,6,10,6,6,8
5037,LMB,Acton_2013,403,895,6,4,8,6,5,6
5038,LMB,Acton_2013,284,308,3,3,2,3,3,3
5039,LMB,Acton_2013,217,124,2,2,2,2,2,2
5040,LMB,Acton_2013,161,40,1,1,1,1,1,1
5042,LMB,Acton_2013,148,32,1,1,1,1,1,1
5044,LMB,Acton_2013,358,627,5,4,6,5,3,5
5045,LMB,Acton_2013,135,26,1,1,1,1,1,1
5046,LMB,Acton_2013,450,1423,7,6,8,6,8,7
5047,LMB,Acton_2013,341,490,4,3,2,4,4,4
5048,LMB,Acton_2013,305,387,3,3,2,2,2,2
5049,LMB,Acton_2013,388,704,5,4,5,5,3,6
5050,LMB,Acton_2013,354,546,3,3,3,3,4,5
5052,LMB,Acton_2013,355,626,4,4,3,4,4,4
5053,LMB,Acton_2013,324,451,4,3,3,3,3,3
5054,LMB,Acton_2013,278,276,2,2,2,2,2,2
5057,LMB,Acton_2013,458,1501,6,6,9,6,6,7
5058,LMB,Acton_2013,433,1141,5,5,8,5,4,7
5060,LMB,Acton_2013,260,206,2,2,2,2,2,2
5061,LMB,Acton_2013,278,295,3,3,3,2,2,2
5062,LMB,Acton_2013,290,317,2,2,2,2,2,2
5063,LMB,Acton_2013,365,690,5,3,4,4,3,4
5065,LMB,Acton_2013,301,358,4,3,4,3,3,3
5066,LMB,Acton_2013,346,599,4,4,4,4,4,4
5068,LMB,Acton_2013,378,738,4,4,4,4,4,5
5069,LMB,Acton_2013,451,1590,7,7,10,5,2,NA
5070,LMB,Acton_2013,321,423,4,3,4,3,3,3
5071,LMB,Acton_2013,348,497,4,4,3,4,3,3
5072,LMB,Acton_2013,223,116,1,2,1,2,2,2
5073,LMB,Acton_2013,235,160,2,2,1,2,2,2
5074,LMB,Acton_2013,236,158,2,2,1,2,2,2
5075,LMB,Acton_2013,382,938,5,5,6,5,5,5
5076,LMB,Acton_2013,208,106,1,1,1,1,2,2
5077,LMB,Acton_2013,415,1116,5,5,6,7,6,8
5078,LMB,Acton_2013,373,759,5,4,4,4,4,4
5079,LMB,Acton_2013,267,221,2,2,2,2,2,3
5080,LMB,Acton_2013,399,828,6,5,6,5,4,5
5081,LMB,Acton_2013,234,153,2,2,1,2,2,2
5082,LMB,Acton_2013,258,206,2,2,1,2,2,3
5084,LMB,Acton_2013,406,908,6,4,4,5,5,6
5085,LMB,Acton_2013,409,992,6,5,5,5,6,6
5087,LMB,Acton_2013,461,1420,7,6,7,8,5,8
5088,LMB,Acton_2013,397,946,5,4,6,5,5,5
5089,LMB,Acton_2013,192,73,1,1,1,1,2,2
5090,LMB,Acton_2013,414,1017,5,5,5,4,6,8
5091,LMB,Acton_2013,244,190,2,2,1,2,2,2
5093,LMB,Acton_2013,446,1365,6,6,6,6,3,3
5094,LMB,Acton_2013,190,75,1,1,1,1,1,1
5095,LMB,Acton_2013,439,1200,5,5,4,5,7,8
5096,LMB,Acton_2013,401,865,5,5,4,5,4,7
5097,LMB,Acton_2013,427,1070,5,5,5,5,5,7
5098,LMB,Acton_2013,216,128,2,2,1,2,2,2
5099,LMB,Acton_2013,178,55,1,1,1,1,1,1
5100,LMB,Acton_2013,466,1429,6,5,8,7,8,8
5101,LMB,Acton_2013,427,1052,5,5,6,4,4,6
5102,LMB,Acton_2013,163,44,1,1,1,1,1,1
5103,LMB,Acton_2013,413,1145,5,4,4,4,4,4
5104,LMB,Acton_2013,157,43,1,1,1,1,NA,NA
5105,LMB,Acton_2013,514,2054,8,7,9,8,9,10
5106,LMB,Acton_2013,460,1766,5,5,5,5,5,6
5107,LMB,Acton_2013,517,2355,7,7,5,10,8,9
5108,LMB,Acton_2013,449,1407,6,5,4,5,7,5
5109,LMB,Acton_2013,501,1919,5,5,5,5,7,7
5110,LMB,Acton_2013,426,1089,5,6,6,5,5,5
5111,LMB,Acton_2013,180,68,1,1,1,1,1,1
5112,LMB,Acton_2013,178,54,1,1,1,1,1,1
5113,LMB,Acton_2013,144,26,1,1,1,1,1,1
5114,LMB,Acton_2013,498,1858,7,7,12,6,6,11
5115,LMB,Acton_2013,483,1684,6,6,8,6,9,14
5116,LMB,Acton_2013,476,1764,7,6,12,6,7,8
5117,LMB,Acton_2013,507,2135,7,7,6,6,8,9
5118,LMB,Acton_2013,471,1816,7,7,10,7,8,8
5119,LMB,Acton_2013,494,1989,6,6,6,5,4,8
5120,LMB,Acton_2013,529,2163,6,6,8,6,8,8
5121,LMB,Acton_2013,217,118,1,1,1,2,2,2
5122,LMB,Acton_2013,428,1499,6,7,9,7,4,6
5123,LMB,Acton_2013,485,1735,7,6,6,7,8,9
5124,LMB,Acton_2013,178,57,1,1,1,1,1,NA
5125,LMB,Acton_2013,512,1791,7,5,7,7,7,10
5150,LMB,Acton_2014,417,1124,5,5,8,6,5,5
5151,LMB,Acton_2014,320,430,3,3,3,3,3,3
5153,LMB,Acton_2014,276,217,2,3,3,3,3,3
5154,LMB,Acton_2014,374,825,4,5,4,4,4,3
5155,LMB,Acton_2014,408,1061,4,5,5,5,5,5
5157,LMB,Acton_2014,285,267,2,3,3,3,3,2
5159,LMB,Acton_2014,266,256,2,2,4,2,2,2
5161,LMB,Acton_2014,419,1224,6,5,5,4,5,5
5162,LMB,Acton_2014,293,280,2,3,3,3,2,2
5163,LMB,Acton_2014,422,1124,5,5,5,5,5,4
5164,LMB,Acton_2014,254,180,2,3,4,1,2,3
5165,LMB,Acton_2014,243,169,1,2,2,2,2,2
5166,LMB,Acton_2014,401,1066,5,7,5,6,5,6
5167,LMB,Acton_2014,237,131,2,2,2,2,1,2
5169,LMB,Acton_2014,281,265,2,NA,2,3,3,3
5170,LMB,Acton_2014,345,584,5,6,5,5,5,5
5171,LMB,Acton_2014,278,259,2,4,2,2,2,2
5172,LMB,Acton_2014,345,564,4,4,3,3,4,3
5174,LMB,Acton_2014,304,294,2,3,3,3,3,3
5175,LMB,Acton_2014,451,1126,5,7,7,7,6,7
5176,LMB,Acton_2014,357,630,4,6,4,4,3,3
5177,LMB,Acton_2014,361,655,4,5,4,5,5,5
5178,LMB,Acton_2014,389,769,4,5,6,4,4,4
5179,LMB,Acton_2014,334,479,4,4,NA,5,4,5
5181,LMB,Acton_2014,302,365,3,3,3,3,3,3
5182,LMB,Acton_2014,352,683,3,5,3,2,NA,2
5183,LMB,Acton_2014,338,510,3,5,4,4,4,4
5185,LMB,Acton_2014,339,473,2,5,3,4,4,4
5186,LMB,Acton_2014,211,108,2,2,3,2,2,2
5187,LMB,Acton_2014,228,136,1,2,2,2,2,2
5188,LMB,Acton_2014,459,1417,5,7,7,8,7,8
5197,LMB,Acton_2014,205,106,2,2,2,2,1,2
5198,LMB,Acton_2014,225,128,2,2,2,2,1,2
5199,LMB,Acton_2014,431,1167,NA,7,4,5,5,4
5200,LMB,Acton_2014,475,1478,6,9,6,11,11,11
5203,LMB,Acton_2014,384,858,5,5,4,6,5,8
5204,LMB,Acton_2014,299,382,3,6,3,3,3,3
5205,LMB,Acton_2014,295,266,2,3,3,3,3,3
5206,LMB,Acton_2014,322,362,4,4,5,3,3,3
5207,LMB,Acton_2014,350,602,3,4,5,3,NA,3
5208,LMB,Acton_2014,251,205,2,3,2,2,2,2
5209,LMB,Acton_2014,402,1005,4,5,4,5,5,5
5210,LMB,Acton_2014,225,117,2,2,2,2,2,2
5229,LMB,Acton_2014,309,398,4,3,4,3,4,4
5230,LMB,Acton_2014,270,227,2,2,2,2,2,2
5231,LMB,Acton_2014,266,215,2,2,2,1,NA,2
5232,LMB,Acton_2014,246,170,2,2,3,2,2,3
5234,LMB,Acton_2014,238,157,2,2,2,2,3,2
5236,LMB,Acton_2014,317,NA,3,3,3,3,2,3
5237,LMB,Acton_2014,233,151,2,2,2,2,2,2
5238,LMB,Acton_2014,247,194,2,3,2,2,2,2
5239,LMB,Acton_2014,349,595,2,3,3,3,3,4
5240,LMB,Acton_2014,326,439,3,3,3,3,3,3
5241,LMB,Acton_2014,316,427,3,4,3,3,3,3
5242,LMB,Acton_2014,254,223,2,3,2,2,2,2
5243,LMB,Acton_2014,410,808,5,6,7,8,7,7
5244,LMB,Acton_2014,313,452,4,4,4,4,4,4
5246,LMB,Acton_2014,260,199,2,3,3,2,2,2
5247,LMB,Acton_2014,375,797,5,4,4,6,6,6
5249,LMB,Acton_2014,281,280,3,2,3,3,3,3
5864,LMB,Acton_2014,504,2188,8,7,10,7,8,7
5865,LMB,Acton_2014,155,39,1,1,1,2,1,1
5866,LMB,Acton_2014,495,1826,7,8,8,9,6,7
5867,LMB,Acton_2014,367,727,5,5,7,7,5,5
5868,LMB,Acton_2014,501,2241,9,10,10,13,8,8
5869,LMB,Acton_2014,420,1049,5,7,6,9,5,3
5870,LMB,Acton_2014,176,63,1,1,2,2,1,1
5871,LMB,Acton_2014,163,44,1,1,1,2,1,2
5872,LMB,Acton_2014,434,969,7,5,6,5,8,7
5873,LMB,Acton_2014,444,1164,7,5,7,5,7,7
5874,LMB,Acton_2014,488,1900,7,8,8,7,7,7
5875,LMB,Acton_2014,134,25,1,1,1,2,1,1
5876,LMB,Acton_2014,386,729,5,4,5,4,5,4
5877,LMB,Acton_2014,390,924,4,7,8,7,4,3
5878,LMB,Acton_2014,374,649,5,5,5,4,4,4
5879,LMB,Acton_2014,218,109,1,NA,NA,NA,NA,NA
5880,LMB,Acton_2014,394,967,6,5,7,5,5,5
5881,LMB,Acton_2014,216,115,2,2,2,2,2,2
5883,LMB,Acton_2014,426,1330,8,6,8,5,8,7
5884,LMB,Acton_2014,440,1375,8,8,7,6,8,7
5885,LMB,Acton_2014,392,890,5,5,6,5,4,4
5886,LMB,Acton_2014,452,1422,9,7,8,7,9,8
5887,LMB,Acton_2014,480,1745,7,6,10,6,6,6
5888,LMB,Acton_2014,470,1464,8,6,7,5,8,7
5889,LMB,Acton_2014,442,1420,8,7,8,6,8,7
5890,LMB,Acton_2014,463,1379,13,5,8,9,12,13
5894,LMB,Acton_2014,437,1284,5,6,8,8,5,5
5895,LMB,Acton_2014,465,1939,7,8,8,11,7,7
5898,LMB,Acton_2014,365,628,3,3,5,7,7,7
5900,LMB,Acton_2014,466,1322,7,6,8,9,7,5
5134,LMB,Paint Creek_2014,251,197,2,2,2,2,2,4
5135,LMB,Paint Creek_2014,212,110,1,2,4,2,2,2
5136,LMB,Paint Creek_2014,182,63,1,1,1,1,1,2
5138,LMB,Paint Creek_2014,124,23,1,1,1,1,1,1
5139,LMB,Paint Creek_2014,252,208,2,2,2,2,2,2
5140,LMB,Paint Creek_2014,195,89,1,1,2,1,1,2
5141,LMB,Paint Creek_2014,165,47,1,1,2,1,2,1
5142,LMB,Paint Creek_2014,412,1027,4,4,5,4,4,3
5143,LMB,Paint Creek_2014,142,26,1,1,1,1,1,2
5144,LMB,Paint Creek_2014,210,111,1,1,2,1,1,2
5145,LMB,Paint Creek_2014,156,36,1,1,2,1,1,2
