id,year,age_TRUE,wholeoto_CONSENSUS,wholeoto_R1,wholeoto_R2,sectoto_CONSENSUS,sectoto_R1,sectoto_R2
6039_2011,2010,4,4,4,4,4,4,4
6040_2012,2010,4,4,4,4,4,4,4
6047_2019,2010,4,4,4,4,4,4,4
6049_2021,2010,4,4,4,4,4,4,4
6051_2023,2010,4,4,4,4,4,4,4
6054_2026,2010,4,4,4,4,4,4,4
6084_2056,2010,4,4,4,4,4,4,4
6103_2075,2010,4,4,4,4,4,4,4
6104_2076,2010,4,4,4,4,4,4,4
6108_2080,2010,4,4,4,4,4,4,4
6111_2083,2010,4,4,3,4,4,4,4
10004_2090,2010,4,4,4,4,4,4,4
10010_2096,2010,4,4,4,4,4,4,4
10013_2099,2010,4,4,4,4,4,4,4
10014_2100,2010,4,4,4,4,4,4,4
10030_2116,2010,4,4,4,4,4,4,4
10040_2126,2010,4,4,4,4,4,4,4
10045_2131,2010,4,4,4,4,4,4,4
10054_2140,2010,4,4,4,4,4,4,5
10056_2142,2010,4,4,4,4,4,4,4
10058_2144,2010,4,4,4,4,4,4,4
10060_2146,2010,4,4,4,4,4,4,4
10062_2148,2010,4,4,4,4,4,4,4
10063_2149,2010,4,4,4,4,4,4,4
10076_2162,2010,4,4,4,4,4,4,4
10080_2166,2010,4,4,4,4,4,4,4
10082_2168,2010,4,4,4,4,4,4,4
2111_1861,2010,4,5,4,5,4,4,4
4047_1920,2010,4,5,5,5,4,3,4
10042_2128,2010,4,5,5,5,4,4,4
2027_1777,2010,5,4,4,4,5,4,5
2035_1785,2010,5,4,5,4,5,5,5
2043_1793,2010,5,4,4,4,5,4,5
2055_1805,2010,5,4,4,4,5,5,5
2059_1809,2010,5,4,4,4,5,4,5
2068_1818,2010,5,4,4,4,5,5,5
2079_1829,2010,5,4,4,4,5,4,5
2093_1843,2010,5,4,4,4,5,4,5
2097_1847,2010,5,4,4,4,5,5,5
2103_1853,2010,5,4,4,4,5,4,5
2108_1858,2010,5,4,4,4,5,4,5
4093_1966,2010,5,4,4,4,5,4,5
6009_1981,2010,5,4,4,4,5,5,4
6023_1995,2010,5,4,4,3,5,4,5
6048_2020,2010,5,4,4,4,5,5,5
6095_2067,2010,5,4,4,4,5,5,5
6098_2070,2010,5,4,4,4,5,5,5
10019_2105,2010,5,4,3,4,5,5,5
10022_2108,2010,5,4,4,4,5,5,5
10026_2112,2010,5,4,4,4,5,5,5
10037_2123,2010,5,4,4,4,5,5,5
10050_2136,2010,5,4,5,4,5,5,5
10052_2138,2010,5,4,4,4,5,5,5
10055_2141,2010,5,4,4,4,5,5,5
10061_2147,2010,5,4,4,4,5,5,5
10074_2160,2010,5,4,4,4,5,5,5
10075_2161,2010,5,4,4,3,5,5,5
10079_2165,2010,5,4,4,4,5,4,5
10083_2169,2010,5,4,4,4,5,5,5
10084_2170,2010,5,4,4,4,5,5,5
2008_1758,2010,5,5,5,5,5,6,5
2041_1791,2010,5,5,5,5,5,5,5
2042_1792,2010,5,5,5,5,5,5,5
4073_1946,2010,5,5,5,5,5,5,5
4086_1959,2010,5,5,5,5,5,5,5
6018_1990,2010,5,5,5,4,5,5,5
6041_2013,2010,5,5,5,5,5,5,5
6042_2014,2010,5,5,5,5,5,5,5
6043_2015,2010,5,5,4,5,5,5,5
6045_2017,2010,5,5,5,5,5,5,5
6050_2022,2010,5,5,5,5,5,5,5
6085_2057,2010,5,5,5,5,5,5,5
6093_2065,2010,5,5,5,5,5,5,5
10005_2091,2010,5,5,5,5,5,5,5
10020_2106,2010,5,5,5,5,5,5,5
10031_2117,2010,5,5,5,5,5,5,4
10044_2130,2010,5,5,5,5,5,5,5
10057_2143,2010,5,5,5,5,5,5,5
10064_2150,2010,5,5,5,5,5,5,5
10072_2158,2010,5,6,6,6,5,5,5
2048_1798,2010,6,5,5,5,6,5,6
2053_1803,2010,6,5,5,4,6,6,6
2109_1859,2010,6,5,5,5,6,5,6
6004_1976,2010,6,5,5,5,6,6,6
6010_1982,2010,6,5,5,4,6,6,6
2100_1850,2010,6,6,6,6,6,6,6
6036_2008,2010,6,6,5,6,6,6,6
2047_1797,2010,7,5,6,5,7,6,7
2050_1800,2010,7,6,6,7,7,6,7
4099_1972,2010,7,6,6,6,7,7,7
6044_2016,2010,7,6,6,6,7,7,7
6046_2018,2010,7,6,6,6,7,7,7
6097_2069,2010,7,6,5,6,7,7,7
10046_2132,2010,7,6,6,6,7,6,7
10051_2137,2010,7,6,6,6,7,7,7
10081_2167,2010,8,7,7,7,8,7,8
6053_2025,2010,8,8,8,8,8,8,8
10017_2103,2010,8,8,8,8,8,8,8
4078_1951,2010,NA,3,3,3,NA,NA,NA
4079_1952,2010,NA,3,3,3,NA,NA,NA
